"product","section"
"Штора со встроенными кольцами под штангу для ванны и душа жаккард, полиамидное покрытие, 180х200, бежевый, HSC/ST05/beige","предметы интерьера"
"Штора со встроенными кольцами под штангу для ванны и душа жаккард, полиамидное покрытие, 180х200, белый, HSC/ST04/white","предметы интерьера"
"Иссоп лекарственный d-9 см","садоводство"
"Сантолина d-9 см","садоводство"
"Сушилка для белья на батарею, СБ5-65, НИКА","хозяйственно-бытовые принадлежности"
"Сушилка для белья Attribute МИНИ 2,5 м навесная ADM125","хозяйственно-бытовые принадлежности"
"Аспарагус d-12 см h-30 см","садоводство"
"Афеляндра скуарроса Дания Микс в кашпо с автополивом","садоводство"
"Тележка багажная DELTA ТБР-15 цвет в ассортименте грузоподъемность 30 кг РОССИЯ","сумки"
"Набор сверел по дереву из 8 шт, 3-10 мм *888* 6867540, 0512261","инструменты"
